tekort,tekort
slechter,slecht
duurder,duur
geld,geld
duur,duur
hinderlijk,hinderlijk
vervelend,vervelen
jammer,jammer
kruidnagel,kruidnagel
kruiden,kruid
speculaas,speculaas
koken,koken
kruid,kruid
oma,oma
specerij,specerij
muskaatnoot,muskaatnoot
nagel,nagel
gluhwein,gluhwein
appelsien,appelsien
nagelbijten,nagelbijten
nootmuskaat,nootmuskaat
aroma,aroma
geur,geur
sinaasappel,sinaasappel
potje,pot
vlees,vlees
zuurkool,zuurkool
glühwein,glühwein
kaas,kaas
kiespijn,kiespijn
specerijen,specerij
tandpijn,tandpijn
keuken,keuken
bruin,bruin
straf,straf
scherp,scherp
zanzibar,zanzibar
pittig,pittig
bitter,bitter
geurig,geurig
kerstmis,kerstmis
saus,saus
stinkt,stinken
soep,soep
tanden,tand
kruidnoot,kruidnoot
op,op
onder,onder
neer,neer
boven,boven
leeg,leeg
in,in
van,van
naast,naast
uitdelen,uitdelen
gedaan,doen
uitgeput,uitputten
verliefd,verliefd
over,over
liedje,lied
tafel,tafel
om,om
positie,positie
uitverkocht,uitverkopen
voorzetsel,voorzetsel
moe,moe
afgelopen,aflopen
school,school
genoeg,genoeg
wakker,wakke
straat,straat
niets,niets
berg,berg
trein,trein
af,af
voorbij,voorbij
zonder,zonder
pindakaas,pindakaas
gebruikt,gebruiken
majoor,majoor
leger,leger
baas,baas
kapitein,kapitein
zeemacht,zeemacht
soldaat,soldaat
legen,legen
uniform,uniform
boot,boot
bevelhebberr,bevelhebberr
chef,chef
korporaal,korporaal
kolonel,kolonel
officier,officier
decoratie,decoratie
militair,militair
legeroverste,legeroverste
rijkswacht,rijkswacht
rang,rang
scheepsmajoor,scheepsmajoor
tamboer,tamboer
sergeant,sergeant
generaal-majoor,generaal-majoor
boefer,boefer
generaal,generaal
voogd,voogd
ouder,oud
kind,kind
adoptie,adoptie
wees,wijzen
kinderverantwoordelijke,kinderverantwoordelijke
vader,vader
papa,papa
ouders,ouder
verantwoordelijke,verantwoordelijk
overlijden,overlijden
vervanger,vervanger
kinderen,kind
rechtbank,rechtbank
nors,nors
meme,meme
kinderhulp,kinderhulp
nonkel,nonkel
caretaker,caretaker
verantwoordelijheid,verantwoordelijheid
vrouw,vrouw
papierwinkel,papierwinkel
moeder,moeder
familie,familie
voogdij,voogdij
ontfermen,ontfermen
sterfgeval,sterfgeval
familielid,familielid
pupil,pupil
streng,streng
man,man
hoeder,hoeder
vervanging,vervanging
meerdere,meerder
gehandicapte,gehandicapt
verantwoordelijk,verantwoordelijk
hoederecht,hoederecht
bloedverwant,bloedverwant
zorg,zorg
ouderloos,ouderloos
hulpouder,hulpouder
rond,rond
vierkant,vierkant
meetkunde,meetkunde
hoelahoep,hoelahoep
ronde,ronde
rekenkunde,rekenkunde
zon,zon
schijf,schijf
ovaal,ovaal
acrobaat,acrobaat
verzameling,verzameling
eenheid,eenheid
zitten,zitten
trekken,trekken
rek,rek
staan,staan
speeltuin,speeltuin
bergplaats,bergplaats
stok,stok
wijnrek,wijnrek
kast,kast
spanning,spanning
vullen,vullen
opruimen,opruimen
elastiek,elastiek
sporten,sport
houten,hout
brol,brol
muur,muur
boeken,boek
garage,garage
turntoestel,turntoestel
drogen,drogen
rubber,rubber
stof,stof
strek,strekken
klimmen,klimmen
stapelen,stapelen
stapelplaats,stapelplaats
kleding,kleding
meubel,meubel
fiets,fiets
ijzer,ijzer
schap,schap
schab,schab
opbergruimte,opbergruimte
schoenen,schoen
hout,hout
turnzaal,turnzaal
boekenrek,boekenrek
orde,orde
praktisch,praktisch
ordenen,ordenen
klimrek,klimrek
plank,plank
dozen,doos
elasticiteit,elasticiteit
gymzaal,gymzaal
wasrek,wasrek
rommel,rommel
was,zijn
opslagplaats,opslagplaats
berging,berging
broek,broek
uistalraam,uistalraam
opbergmogelijkheid,opbergmogelijkheid
goederen,goed
bokaal,bokaal
flierefluiter,flierefluiter
nietsnut,nietsnut
vagebond,vagebond
levensgenieter,levensgenieter
losbol,losbol
gemakkelijk,gemakkelijk
vrijbuiter,vrijbuiter
flikflooien,flikflooien
vogel,vogel
plezante,plezant
pret,pret
fluiten,fluiten
lapzwans,lapzwans
bonvivant,bonvivant
bouwvakker,bouwvakker
niksnut,niksnut
nonchalant,nonchalant
onbezorgde,onbezorgde
genieten,genieten
carottentrekker,carottentrekker
plantrekker,plantrekker
player,player
lanterfanter,lanterfanter
nietsdoener,nietsdoener
macho,macho
gek,gek
jongen,jong
uitgaan,uitgaan
jan,jan
wandelen,wandelen
vrolijk,vrolijk
charlatan,charlatan
liederlijk,liederlijk
pallieter,pallieter
spring-int-veld,spring-int-veld
vrouwenot,vrouwenot
opportunist,opportunist
profiteur,profiteur
lui,lui
zwierezwaaier,zwierezwaaier
leegloper,leegloper
makkelijk,makkelijk
lantefanter,lantefanter
avonturier,avonturier
plezier,plezier
tjiftjaf,tjiftjaf
plezant,plezant
lichtvoetig,lichtvoetig
stappen,stap
bos,bos
lopen,lopen
gaan,gaan
vooruit,vooruit
deugdoend,deugdoend
opstappen,opstappen
wandeling,wandeling
plan,plan
voeten,voet
tellen,tellen
stapschoenen,stapschoenen
laarzen,laars
tocht,tocht
treden,treden
bergen,berg
wandelschoen,wandelschoen
passen,passen
trappen,trap
schoen,schoen
fietsen,fietsen
sport,sport
wadelen,wadelen
leren,leren
doen,doen
natuur,natuur
dansen,dansen
ontspanning,ontspanning
vakantie,vakantie
kroeg,kroeg
bergschoenen,bergschoen
zegen,zegen
zetten,zetten
leuk,leuk
opoffering,opoffering
ontzien,ontzien
onderdanig,onderdanig
nobel,nobel
held,held
offer,offer
opbrengen,opbrengen
afstaan,afstaan
wegcijfering,wegcijfering
moeders,moeder
versterving,versterving
overgeven,overgeven
zelfopoffering,zelfopoffering
opofferen,opofferen
vroeger,vroeg
vrienden,vriend
opgave,opgave
martelaarschap,martelaarschap
geest,geest
godsdienst,godsdienst
toegeving,toegeving
altaar,altaar
moeite,moeite
schadeloosstelling,schadeloosstelling
altruïstisch,altruïstisch
overgave,overgave
zelfverloochening,zelfverloochening
naastenliefde,naastenliefde
slaafs,slaafs
moed,moed
geste,geste
brandstapel,brandstapel
relaties,relatie
amai,amai
slachtoffer,slachtoffer
inspanning,inspanning
geven,geven
wegcijferen,wegcijferen
onzelfzuchtig,onzelfzuchtig
altruïsme,altruïsme
vrouwen,vrouw
sacrifice,sacrifice
weldoener,weldoener
medeleven,medeleven
toegeven,toegeven
gunst,gunst
laten,laten
prijs,prijs
sabbat,sabbat
mezelf,mezelf
goedheid,goedheid
altruïst,altruïst
moedig,moedig
dienstbaarheid,dienstbaarheid
medelijden,medelijden
frequent,frequent
dikwijls,dikwijls
vaak,vaak
waarom,waarom
veelvuldig,veelvuldig
golf,golf
regelmatig,regelmatig
banaal,banaal
ampere,ampere
snel,snel
vlug,vlug
gebruik,gebruik
radio,radio
geregeld,regelen
meermaals,meermaals
wekelijks,wekelijks
herhalen,herhalen
nieuw,nieuw
groen,groen
bomen,boom
gras,gras
beginneling,beginneling
slijm,slijm
geel,geel
blauw,blauw
aardappelen,aardappel
kleur,kleur
licht,licht
boom,boom
peer,peer
milieu,milieu
verkeerslicht,verkeerslicht
groenten,groente
kikker,kikker
politiek,politiek
dom,dom
boontjes,boon
struikgewas,struikgewas
agalev,agalev
appel,appel
wortel,wortel
plant,plant
bossen,bos
blad,blad
partij,partij
wij,wij
oranje,oranje
echo,echo
lawaai,lawaai
klank,klank
zwangerschap,zwangerschap
geluidsweerkaatsing,geluidsweerkaatsing
galm,galm
waterput,waterput
weergalm,weergalm
grot,grot
geluid,geluid
put,put
terug,terug
weerklank,weerklank
heimwee,heimwee
dal,dal
zwanger,zwanger
scan,scan
nagalm,nagalm
naklank,naklank
roepen,roepen
schravenwezel,schravenwezel
echoecho,echoecho
herhaling,herhaling
narcissus,narcissus
baarmoeder,baarmoeder
weergalmen,weergalmen
schreeuw,schreeuw
rotsen,rots
stem,stem
hallohallohallo,hallohallohallo
tv,tv
bourse,bourse
buik,buik
slede,slede
sneeuw,sneeuw
ar,ar
hond,hond
kerstman,kerstman
sneeuwpret,sneeuwpret
ijs,ijs
ramp,ramp
meeuw,meeuw
insect,insect
eskimo,eskimo
slee,slee
boerderij,boerderij
rendieren,rendier
vervoermiddel,vervoermiddel
verluchten,verluchten
verfrissen,verfrissen
noodzakelijk,noodzakelijk
vensters,venster
versieren,versieren
fris,fris
zuiver,zuiver
luchtig,luchtig
kamer,kamer
stinken,stinken
raam,raam
adem,adem
muf,muf
slaapkamer,slaapkamer
openzetten,openzetten
huis,huis
schoonmaak,schoonmaak
dekbed,dekbed
stank,stank
adel,adel
koud,koud
zweet,zweet
ramen,raam
eng,eng
rook,rook
zuiveren,zuiveren
opluchting,opluchting
isoleren,isoleren
goed,goed
frisheid,frisheid
venster,venster
illustreren,illustreren
kantelraam,kantelraam
aero,aero
wind,wind
ventileren,ventileren
proper,proper
ademen,ademen
zuurstof,zuurstof
schoonschrift,schoonschrift
kleren,kleed
lucht,lucht
kipraam,kipraam
kleuterleidster,kleuterleidster
peuters,peuter
geduld,geduld
lief,lief
spelen,spelen
kindjes,kind
juffrouw,juffrouw
freubel,freubel
kleuren,kleur
kleuters,kleuter
speelplaats,speelplaats
juf,juf
speels,speels
verkleinwoorden,verkleinwoord
akela,akela
actief,actief
betuttelend,betuttelen
juffer,juffer
kleuterklas,kleuterklas
meisje,meisje
zingen,zingen
lerares,lerares
basisschool,basisschool
leerkracht,leerkracht
creche,creche
spontaan,spontaan
kleuterschool,kleuterschool
vriendelijk,vriendelijk
klas,klas
beroep,beroep
non,non
tof,tof
onderwijzeres,onderwijzeres
altijd,altijd
goddelijk,goddelijk
roem,roem
durend,duren
leven,leven
hiernamaals,hiernamaals
honderd,honderd
langdurig,langdurig
vereeuwiging,vereeuwiging
eeuw,eeuw
blijvend,blijven
jachtvelden,jachtveld
jong,jong
immer,immer
onbestaand,onbestaand
slimmerik,slimmerik
bolleboos,bolleboos
beterweter,beterweter
wijsneus,wijsneus
krak,krak
slim,slim
iq,iq
katastroof,katastroof
strever,strever
geleerde,geleerd
professor,professor
verstrooid,verstrooid
pienter,pienter
dommerik,dommerik
intellectueel,intellectueel
eerste,een
beste,goed
knapperd,knapperd
leperd,leperd
snotneus,snotneus
leep,leep
scheldwoord,scheldwoord
talen,taal
intelligent,intelligent
haantje,haan
primus,primus
ik,ik
genie,genie
intellect,intellect
verstandig,verstandig
schoolkind,schoolkind
wiseguy,wiseguy
kien,kien
studeren,studeren
krack,krack
prof,prof
knap,knap
uithangen,uithangen
begaafd,begaafd
ingenieur,ingenieur
kennis,kennis
haantje-de-voorste,haantje-de-voorste
grapjas,grapjas
bewondering,bewondering
brein,brein
sluw,sluw
prent,prent
beeld,beeld
afbeelding,afbeelding
beeltenis,beeltenis
kaart,kaart
tekening,tekening
film,film
foto,foto
prentenboek,prentenboek
scene,scene
schilderij,schilderij
beeld...ets...,beeld
plaat,plaat
kader,kader
cultuur,cultuur
krent,krent
japans,japans
briefkaart,briefkaart
antiek,antiek
afdruk,afdruk
kijken,kijken
herinnering,herinnering
bon,bon
potlood,potlood
plaatje,plaat
vers,vers
gedicht,gedicht
fruit,fruit
broodjes,brood
koelkast,koelkast
sla,sla
rijm,rijm
gedichtje,gedicht
brood,brood
fruitsap,fruitsap
nagelnieuw,nagelnieuw
pas,pas
rijmen,rijmen
groente,groente
pistolé,pistolé
gezond,gezond
melk,melk
oudbakken,oudbakken
gebak,gebak
pers,pers
rot,rot
dag,dag
diepvries,diepvries
salade,salade
mooi,mooi
slank,slank
rapport,rapport
schoon,schoon
geleerd,leren
sexy,sexy
uiterlijk,uiterlijk
lelijk,lelijk
flink,flink
ambetant,ambetant
proef,proef
test,test
examen,examen
exaam,exaam
som,som
smaak,smaak
smaken,smaak
onderzoek,onderzoek
blokken,blok
wedstrijd,wedstrijd
labo,labo
examens,examen
scheikunde,scheikunde
experiment,experiment
toets,toets
laboratorium,laboratorium
chemie,chemie
contract,contract
delingen,deling
erlenmeyer,erlenmeyer
buis,buis
wetenschap,wetenschap
lied,lied
contratenor,contratenor
vlaams,vlaams
vreugde,vreugde
zang,zang
zeeman,zeeman
chiro,chiro
song,song
zangkoor,zangkoor
sfeer,sfeer
gezang,gezang
deun,deun
boys-band,boys-band
zing,zingen
toon,toon
beatles,beatles
wijsje,wijs
vreugd,vreugd
levenslied,levenslied
meezingen,meezingen
aria,aria
koor,koor
verzacht,verzachten
prettig,prettig
zanger,zanger
suburbia,suburbia
samson,samson
kinder,kind
beat,beat
melodie,melodie
noten,noot
rust,rust
meditatie,meditatie
stilte,stilte
liggen,liggen
slapen,slapen
kalmte,kalmte
bed,bed
zondag,zondag
nodig,nodig
belangrijk,belangrijk
handwerken,handwerk
roest,roest
avond,avond
essentieel,essentieel
slaap,slaap
alleen,alleen
sieste,sieste
nietsdoen,nietsdoen
vrede,vrede
kalm,kalm
vermoeidheid,vermoeidheid
pauze,pauze
dutje,dut
zalig,zalig
heerlijk,heerlijk
kussen,kussen
lezen,lezen
fijn,fijn
haven,haven
vissers,visser
boten,boot
schip,schip
stad,stad
thuiskomst,thuiskomst
matroos,matroos
thuiskomen,thuiskomen
schepen,schip
kranen,kraan
monaco,monaco
antwerpen,antwerpen
kade,kade
loods,loods
transport,transport
rotterdam,rotterdam
kaai,kaai
port,port
kraan,kraan
veilig,veilig
doel,doel
zeehaven,zeehaven
aanlegplaats,aanlegplaats
handel,handel
varen,varen
jasmijn,jasmijn
wit,wit
bloem,bloem
ruiken,ruiken
naam,naam
tsjoesemien,tsjoesemien
bloemen,bloem
geurend,geuren
bloesem,bloesem
voornaam,voornaam
parfum,parfum
tuin,tuin
roos,roos
reuk,reuk
bloempje,bloem
parken,park
vijvers,vijver
london,london
vijver,vijver
honden,hond
tuinen,tuin
natuurzone,natuurzone
gezellig,gezellig
grasvelden,grasveld
stadspark,stadspark
leuven,leuven
proces,proces
lanen,laan
pleinen,plein
banken,bank
vredig,vredig
parkpop,parkpop
steden,stad
groenzones,groenzone
bankje,bank
tuinene,tuinene
parker,parker
grasperken,grasperk
wandelwegen,wandelweg
rivierenhof,rivierenhof
delen,deel
oxfam,oxfam
genereus,genereus
gadgets,gadget
verdelen,verdelen
krijgen,krijgen
rijk,rijk
papier,papier
nieuwjaar,nieuwjaar
sinterklaas,sinterklaas
mildheid,mildheid
vrijgevig,vrijgevig
schenken,schenken
mild,mild
trakteren,trakteren
royaal,royaal
snoep,snoep
flyers,flyer
sint,sint
gul,gul
armen,arm
distribueren,distribueren
vasten,vasten
weggeven,weggeven
gratis,gratis
kadootjes,kado
verjaardag,verjaardag
blaadjes,blad
kopie,kopie
voedselpakket,voedselpakket
mep,mep
cadeautje,cadeau
kaarten,kaart
verspreiden,verspreiden
solidariteit,solidariteit
klappen,klap
jezus,jezus
punk,punk
hanenkam,hanenkam
opvallend,opvallend
puber,puber
uit,uit
verf,verf
alternatief,alternatief
rock,rock
piercing,piercing
hanekam,hanekam
tegendraads,tegendraads
nozem,nozem
afval,afval
genre,genre
skinhead,skinhead
luid,luid
jeugd,jeugd
opvaller,opvaller
punker,punker
carnaval,carnaval
haren,haar
kapsel,kapsel
uitspatting,uitspatting
gel,gel
kuif,kuif
kunst,kunst
top,top
haarstijl,haarstijl
fushia,fushia
stijl,stijl
pinken,pink
jongeren,jong
dierlijk,dierlijk
wild,wild
spinnen,spin
vet,vet
tarzan,tarzan
pels,pels
instinct,instinct
neanderthaler,neanderthaler
beestig,beestig
natuurlijk,natuurlijk
menselijk,menselijk
animaal,animaal
varken,varken
voedsel,voedsel
beest,beest
onmenselijk,onmenselijk
mannelijk,mannelijk
beestachtig,beestachtig
biologisch,biologisch
darwin,darwin
plantaardig,plantaardig
sex,sex
wulps,wulps
woest,woest
drift,drift
bestiaal,bestiaal
fauna,fauna
huiden,huid
tijger,tijger
krachtig,krachtig
instinkt,instinken
buikgevoel,buikgevoel
instinctief,instinctief
seksueel,seksueel
zindelijk,zindelijk
leeuw,leeuw
vetten,vet
aap,aap
voeding,voeding
monsters,monster
vegetarisme,vegetarisme
knorren,knorren
rauw,rauw
lokaal,lokaal
scouts,scout
globaal,globaal
plaatselijk,plaatselijk
jeugdbeweging,jeugdbeweging
vereniging,vereniging
waar,waar
plaats,plaats
gebouw,gebouw
gemeenschap,gemeenschap
plaarselijk,plaarselijk
verzamelplaats,verzamelplaats
lessen,les
les,les
regionaal,regionaal
kleinschalig,kleinschalig
visa,visum
masterkaart,masterkaart
betalen,betalen
creditcard,creditcard
bancontact,bancontact
banccontact,banccontact
mastercard,mastercard
bankcontact,bankcontact
krediet,krediet
bankkaard,bankkaard
winkelen,winkelen
bankkaart,bankkaart
versa,versa
creditkaart,creditkaart
shoppen,shoppen
paspoort,paspoort
vertrekken,vertrekken
card,card
reis,reis
uitgaven,uitgaaf
betaalmiddel,betaalmiddel
bank,bank
buitenland,buitenland
betaalkaart,betaalkaart
lening,lening
fraude,fraude
amerika,amerika
reizen,reizen
land,land
visum,visum
reispas,reispas
bekrachtiging,bekrachtiging
pasport,pasport
pasje,pas
cake,cake
wolkjes,wolk
lachen,lachen
plattekaas,plattekaas
aangenaam,aangenaam
zwaar,zwaar
wolk,wolk
doorzichtig,doorzichtig
los,los
onverschillig,onverschillig
centwafers,centwafers
gas,gas
oppervlakkig,oppervlakkig
room,room
deeg,deeg
kleedje,kleed
mousse,mousse
ludiek,ludiek
gewicht,gewicht
ongecompliceerd,ongecompliceerd
belletjes,bel
grappenmaker,grappenmaker
frivool,frivool
zomer,zomer
onschuldig,onschuldig
tussendoortje,tussendoortje
chocomousse,chocomousse
opgewekt,opgewekt
kledij,kledij
opgeklopt,opkloppen
warm,warm
onzichtbaar,onzichtbaar
vlot,vlot
flodderig,flodderig
taart,taart
maltezers,maltezers
weinig,weinig
opkloppen,opkloppen
onbelangrijk,onbelangrijk
luchtbel,luchtbel
klucht,klucht
relaxed,relaxed
mop,mop
pudding,pudding
air,air
vrij,vrij
soufflé,soufflé
bavarois,bavarois
camion,camion
auto,auto
chauffeur,chauffeur
vrachtwagen,vrachtwagen
autos,autos
wielen,wiel
gevaarlijk,gevaarlijk
banden,band
autostrade,autostrade
vestjes,vest
vrachtwagenchauffeur,vrachtwagenchauffeur
rijden,rijden
vracht,vracht
rijtuig,rijtuig
truck,truck
autorijden,autorijden
voertuig,voertuig
stoer,stoer
kwartet,kwartet
trucker,trucker
ongeval,ongeval
vreemdelingen,vreemdeling
jeep,jeep
beton,beton
gevaar,gevaar
autoweg,autoweg
cammioneur,cammioneur
camioneur,camioneur
vervoer,vervoer
farao,farao
egypte,egypte
piramide,piramide
ra,ra
koning,koning
sarcofaag,sarcofaag
graf,graf
sik,sik
keizer,keizer
oppergod,oppergod
romeinen,romeinen
masker,masker
toetanchamon,toetanchamon
eenzaam,eenzaam
baardje,baard
pyramide,pyramide
strepen,streep
bijbel,bijbel
tempels,tempel
mooiwoord,mooiwoord
beter,goed
teleurstelling,teleurstelling
berouw,berouw
sorry,sorry
tegenvaller,tegenvaller
ja,ja
tegenslag,tegenslag
sneu,sneu
einde,einde
verloren,verliezen
schuld,schuld
geluk,geluk
verontschuldig,verontschuldigen
dommage,dommage
spijt,spijt
meeleven,meeleven
emotie,emotie
onbehagen,onbehagen
helaas,helaas
ongelukkig,ongelukkig
tja,tja
antithese,antithese
these,these
onverwacht,onverwacht
tegengesteld,tegengesteld
stelling,stelling
prothese,prothese
tegendeel,tegendeel
tegen,tegen
tegenstelling,tegenstelling
synthese,synthese
crisis,crisis
discussie,discussie
filosofie,filosofie
taal,taal
tegenpool,tegenpool
stellingor,stellingor
antithetisch,antithetisch
verrassing,verrassing
tegensteling,tegensteling
ertegenin,ertegenin
tegenovergesteld,tegenovergesteld
eindwerk,eindwerk
tegenvoorstel,tegenvoorstel
cultuurgeschiedenis,cultuurgeschiedenis
revolutionair,revolutionair
thesis,thesis
universiteit,universiteit
weerleggen,weerleggen
geloof,geloof
madeliefje,madelief
grasveld,grasveld
hawaï,hawaï
onschuld,onschuld
bloemblaadje,bloemblad
weide,weide
boterbloempje,boterbloem
bloen,bloen
wei,wei
oostenrijk,oostenrijk
romantiek,romantiek
nastie,nastie
margriet,margriet
bloef,bloef
kelder,kelder
bewaarplaats,bewaarplaats
trap,trap
werkbank,werkbank
opgesloten,opsluiten
dutroux,dutroux
zolder,zolder
ondergronds,ondergronds
nat,nat
beneden,beneden
diep,diep
diepte,diepte
verdieping,verdieping
koel,koel
bas,bas
bouwen,bouwen
ratten,rat
etensvoorraad,etensvoorraad
vocht,vocht
bewaren,bewaren
laag,laag
vochtig,vochtig
voorraadplaats,voorraadplaats
kindermisbruik,kindermisbruik
dreg,dreg
smodder,smodder
slijk,slijk
smurrie,smurrie
sleepnet,sleepnet
bagger,bagger
lijk,lijk
zoeken,zoeken
drek,drek
modder,modder
viezigheid,viezigheid
anker,anker
zand,zand
kak,kak
werktoestel,werktoestel
bodem,bodem
werpanker,werpanker
redden,redden
baggeren,baggeren
sloot,sluiten
droog,droog
zoek,zoek
vies,vies
slib,slib
kruiswoordraadsel,kruiswoordraadsel
koeien,koe
opsporen,opsporen
moeras,moeras
smeurie,smeurie
ding,ding
droogleggen,droogleggen
verkruimelen,verkruimelen
googledefinities,googledefinitie
architect,architect
tekenen,tekenen
wegenplan,wegenplan
idee,idee
map,map
schema,schema
schat,schat
architectenplan,architectenplan
gent,gent
toekomst,toekomst
kompas,kompas
opstellen,opstellen
verdwalen,verdwalen
orientatie,orientatie
wegenkaart,wegenkaart
stadsplan,stadsplan
ontsnapping,ontsnapping
kamp,kamp
stratenplan,stratenplan
a,a
situatieschets,situatieschets
uitvoeren,uitvoeren
rente,rente
voet,voet
opbrengst,opbrengst
ouderdom,ouderdom
sparen,sparen
debet,debet
pensioen,pensioen
interest,interest
belofte,belofte
centen,cent
intrest,intrest
stijgen,stijgen
spaarboekje,spaarboekje
percent,percent
positief,positief
rentenier,rentenier
rentmeester,rentmeester
procent,procent
spaargeld,spaargeld
winst,winst
overschot,overschot
actueel,actueel
beurs,beurs
verlaging,verlaging
verhoging,verhoging
procenten,procent
last,last
percentage,percentage
seminarie,seminarie
spreker,spreker
priester,priester
congres,congres
afzondering,afzondering
extra,extra
creatief,creatief
pastoor,pastoor
priestergemeenschap,priestergemeenschap
lezing,lezing
spaans,spaans
publiek,publiek
bijeenkomst,bijeenkomst
religie,religie
opleiding,opleiding
katholiek,katholiek
priesteropleiding,priesteropleiding
theologie,theologie
vergadering,vergadering
converentie,converentie
priesters,priester
luisteren,luisteren
klooster,klooster
cursus,cursus
kerkschool,kerkschool
studie,studie
schoolbank,schoolbank
sessie,sessie
kerk,kerk
advocaten,advocaat
bezinning,bezinning
interessant,interessant
docent,docent
college,college
langdradig,langdradig
spreken,spreken
vergaderen,vergaderen
bijscholing,bijscholing
zeemvel,zeemvel
kuisen,kuisen
geitevel,geitevel
poetsen,poetsen
doek,doek
lap,lap
wasdoek,wasdoek
zeemleer,zeemleer
vod,vod
